 EVN Resources: ConText 1.0.0
 ---------------------------------
 Analysed: 2006.04.20 at 19:21
 
 Files :
 -------
   1 : EV Data
   2 : EV Graphics
   3 : EV Ships
   4 : EV Sounds
   5 : EV Titles
   6 : Nova Essentials
   7 : Nova Music
 -------

 Full EVN Resource Listing:
 ----------------------------------

 Total Resources Found    : 1678
 --------------------------

    bööm Found    : 3
    chär Found    : 1
    cölr Found    : 1
    crön Found    : 0
    dësc Found    : 648
    düde Found    : 67
    flët Found    : 19
    gövt Found    : 25
    ïntf Found    : 1
    jünk Found    : 19
    mïsn Found    : 116
    nëbu Found    : 2
    oütf Found    : 53
    öops Found    : 52
    përs Found    : 220
    ränk Found    : 0
    röid Found    : 16
    shän Found    : 27
    shïp Found    : 27
    spïn Found    : 83
    spöb Found    : 107
    sÿst Found    : 108
    wëap Found    : 25
    STR  Found    : 0
    STR# Found    : 58
 --------------------------

 Resource Duplicates by Type:
 ----------------------------

 ----------------------------


• Begin Output
••••••••••••••••

• Begin bööm
"Type"	"ID"	"Name"	"File"	"FrameAdvance"	"SoundIndex"	"GraphicIndex"	"EOR"
bööm	128	"FAE Small"	"Nova Essentials"	100	2	0	"•"
bööm	129	"FAE Medium"	"Nova Essentials"	100	1	1	"•"
bööm	130	"FAE Large"	"Nova Essentials"	100	0	2	"•"
• Begin chär
"Type"	"ID"	"Name"	"File"	"startCash"	"startShipType"	"startSystem1"	"startSystem2"	"startSystem3"	"startSystem4"	"startGovt1"	"startGovt2"	"startGovt3"	"startGovt4"	"startStatus1"	"startStatus2"	"startStatus3"	"startStatus4"	"startKills"	"introTextID"	"introPictID1"	"introPictID2"	"introPictID3"	"introPictID4"	"introPictDelay1"	"introPictDelay2"	"introPictDelay3"	"introPictDelay4"	"onStart"	"Flags"	"startDay"	"starMonth"	"startYear"	"DatePrefix"	"DateSuffix"	"EOR"
chär	128	".Trader"	"EV Data"	10000	128	128	128	128	128	-1	-1	-1	-1	-1	-1	-1	-1	0	20000	8200	-1	-1	-1	45	-1	-1	-1	""	0x0001	4	5	2246	""	""	"•"
• Begin cölr
"Type"	"ID"	"Name"	"File"	"ButtonUp"	"ButtonDown"	"ButtonGrey"	"MenuFont"	"MenuFontSize"	"MenuColor1"	"MenuColor2"	"GridBright"	"GridDim"	"ProgArea.left"	"ProgArea.top"	"ProgArea.right"	"ProgArea.bottom"	"ProgBright"	"ProgDim"	"ProgOutline"	"Button1x"	"Button1y"	"Button2x"	"Button2y"	"Button3x"	"Button3y"	"Button4x"	"Button4y"	"Button5x"	"Button5y"	"Button6x"	"Button6y"	"FloatingMap"	"ListText"	"ListBkgnd"	"ListHilite"	"EscortHilite"	"ButtonFont"	"ButtonFontSz"	"LogoX"	"LogoY"	"RolloverX"	"RolloverY"	"SliderX1"	"SliderY1"	"SliderX2"	"SliderY2"	"SliderX3"	"SliderY3"	"EOR"
cölr	128	"EV Colors"	"EV Titles"	#FFFFFF	#00FF00	#000000	"Geneva"	9	#00FF00	#008200	#00FF00	#404040	-100	280	100	290	#00FF00	#008200	#404040	272	388	272	460	272	528	520	388	520	460	520	528	#0C0C0C	#FFFFFF	#000000	#008200	#008200	"Crillee"	12	276	132	8448	8416	272	388	272	460	272	528	"•"
• Begin dësc
"Type"	"ID"	"Name"	"File"	"Graphic"	"Movie"	"Flags"	"Description"	"EOR"
dësc	13014	""	"EV Data"	-1	""	0x0000	"Operating in secret and in the worst of conditions from bases on primitive backwater planets, the shipwrights of the Rebellion have crafted one of the most beautiful and lethal fighting ships in existence. The Rebel cruiser’s circular engine-support pylons double as an external docking rack for its complement of Manta fighters; this unique arrangement allows the ship to launch its entire squadron of fighters almost simultaneously, giving it a great advantage in combat."	"•"
dësc	13015	""	"EV Data"	-1	""	0x0000	"The Atinoda Kestrel is the most powerful ship available to civilians. In addition to its already formidable complement of weaponry, this sleek, black vessel carries a pair of Lightning fighter-bombers; this combination is the reason the Kestrel is classified as an escort frigate. Of course, Atinoda only sells this kind of firepower to the most reputable of private customers, but rumor has it that a freighter full of Kestrel subassemblies recently disappeared near the edge of Confederation space… "	"•"
dësc	13016	""	"EV Data"	-1	""	0x0000	"When Astrotech Space Industries went bankrupt seven years ago, their remaining inventory of Model F-37B Manta light fighters was quietly bought up by an anonymous party. The Manta, heavily used by the Confederation during the early days of the Great War, has fallen out of favor with modern combateers due to its light armament. Recently, though, a Confederate freighter captain reported being attacked by several “triangular space fighters,” suggesting that the Rebellion may be using these outdated but highly maneuverable ships to further its cause."	"•"
dësc	13017	""	"EV Data"	-1	""	0x0000	"Krydanti Systems’ Mk. XVII scoutship is used primarily by mining corporations and entrepreneurs to seek out new mineral deposits. It is also a fairly decent courier ship, though its light armament poses a serious disadvantage in a fight. Its main selling point is its extremely long range."	"•"
dësc	13018	""	"EV Data"	-1	""	0x0000	"The Maskirovka IPV-1 Corvette is a hard ship to classify - its maneuverability and acceleration make it perform like a heavy fighter, but it is armed like a light capital ship. Maskirovka builds the Corvette to fill the gap in the commercial starship market between the classical starfighters and the super-powerful Atinoda Kestrel. The Corvette has been popular with corporate governments who need to police their space, as it makes an excellent customs and patrol vessel."	"•"
dësc	13019	""	"EV Data"	-1	""	0x0000	"The Terran Naval Yards G-564 missile gunboat is essentially a stretched model of its cousin, the P-361 patrol fighter. As an outgrowth of the earlier P-361 design program, the gunboat’s designers were able to keep high the parts commonality between the two ships; for example, the gunboat’ unique tri-mounted wings are identical to the assemblies used by the patrol ship. The forwarded-mounted strakes along the fuselage sides hold missile racks and rocket launchers."	"•"
dësc	13023	""	"EV Data"	-1	""	0x0000	"Aerostar Space Industries’ assembly lines are mainly devoted to producing starship subassemblies for other manufacturers, but their C-35 Star Clipper Mk. IV is their most widely-recognized product. This sleek, delta-winged ship is a combination courier vessel and light warship, and excels in both roles. Its offensive and defensive capabilities are quite good for a ship of its size, and it has ample room for expansion that allows it to be turned into either a top-flight cargo hauler or an outstanding heavy fighter."	"•"
dësc	13024	""	"EV Data"	-1	""	0x0000	"The Atinoda Kestrel is the most powerful ship available to civilians. In addition to its already formidable complement of weaponry, this sleek, black vessel carries a pair of Lightning fighter-bombers; this combination is the reason the Kestrel is classified as an escort frigate. Kestrels are manufactured here from subassemblies captured from a disabled freighter, and are discounted twenty percent off the regular price. Unfortunately, they aren’t quite up to the Atinoda specs..."	"•"
dësc	13999	""	"EV Data"	0	""	0x0000	"Your escape pod drifts through space for several days, until a passing freighter picks up your distress signal and deigns to rescue you.  You slowly make your way back to civilization, where you work several dreary odd jobs to scratch up enough money to buy a new ship and once again begin roaming the spaceways..."	"•"
dësc	14000	""	"EV Data"	-1	""	0x0000	"This tiny shuttlecraft seems speedy enough, and its captain is willing to work for relatively low wages - however, you wonder how much his ship’s small cargo capacity will add to your profits."	"•"
dësc	14001	""	"EV Data"	-1	""	0x0000	"The captain of this light freighter informs you that he can help you add to your profits by trading in goods as your fleet makes its way between planets, as long as there’s no combat involved."	"•"
dësc	14002	""	"EV Data"	-1	""	0x0000	"Talking to the captain of a bulk freighter."	"•"
dësc	14003	""	"EV Data"	-1	""	0x0000	"This courier ship appears to be in good condition, and its cargo hold seems spacious enough to help you earn a small amount of profit."	"•"
dësc	14004	""	"EV Data"	-1	""	0x0000	"The boastful captain of this Argosy informs you that his ship is a first-rate vessel, and - more importantly - he’s not afraid of a little firefight now and then."	"•"
dësc	14005	""	"EV Data"	-1	""	0x0000	"Due to your outstanding services, the Confederation has made available a limited number of its frigates for your fleet - for a small fee, of course."	"•"
dësc	14006	""	"EV Data"	-1	""	0x0000	"The Confederation is not above making a bit of money on the side, so it has agreed to hire out a number of its heavy cruisers to you, assuming you can afford the fee."	"•"
dësc	14007	""	"EV Data"	-1	""	0x0000	"This Confederation patrol ship would make a fine addition to your fleet, provided you are willing to pay the Confederation Navy to make up for the ship’s absence."	"•"
dësc	14008	""	"EV Data"	-1	""	0x0000	"The pilot of this Rapier informs you that his ship would make a fine defensive addition to your fleet."	"•"
dësc	14009	""	"EV Data"	-1	""	0x0000	"This pilot, while somewhat full of bravado, would nonetheless make a good addition to your fleet: his Lightning fighter is a top-notch defensive ship."	"•"
dësc	14010	""	"EV Data"	-1	""	0x0000	"This Defender pilot doesn’t claim to be able to stop all who would attack you, but his asking price is low enough."	"•"
dësc	14011	""	"EV Data"	-1	""	0x0000	"Talking to the captain of an executive transport."	"•"
dësc	14012	""	"EV Data"	-1	""	0x0000	"Talking to the captain of a liner."	"•"
dësc	14013	""	"EV Data"	-1	""	0x0000	"This Rebel destroyer captain is willing to escort you, as long as you don’t mind making a “contribution” to the Rebellion first."	"•"
dësc	14014	""	"EV Data"	-1	""	0x0000	"Rebel cruisers are powerful fleet vessels, and the fee to convince the Rebel High Command to loan you one is consequently a large one."	"•"
dësc	14015	""	"EV Data"	-1	""	0x0000	"“My ship is a Kestrel,” says this starship captain. “What else do you need to know?”"	"•"
dësc	14016	""	"EV Data"	-1	""	0x0000	"Manta light fighters were commonly used as escort vessels during the Great War. This one can be loaned to you by the Rebellion for a small fee."	"•"
dësc	14017	""	"EV Data"	-1	""	0x0000	"This scoutship pilot and his first mate tell you that their ship is fast and their cargo bay large. You still wonder about their claim that they would be able to defend themselves from attack, though."	"•"
dësc	14018	""	"EV Data"	-1	""	0x0000	"This corvette’s captain and crew promise to defend you against all attacks - for a price."	"•"
dësc	14023	""	"EV Data"	-1	""	0x0000	"Clipper ships like these are known for their speed and durability. You think of this as you consider hiring one to add to your freighter fleet."	"•"
dësc	14024	""	"EV Data"	-1	""	0x0000	"“My ship is a Kestrel,” says this starship captain. “What else do you need to know?”"	"•"
dësc	20000	"Intro Text"	"EV Data"	-1	""	0x0000	"The new age of peace and prosperity was a failure. The discoveries that made faster-than-light travel possible brought us untold riches...\r\r...and unknown dangers.\r\rThe alien warships appeared without warning and decimated most of the outer colony worlds within hours. There was no stopping the mysterious alien menace.\r\rThe Great War was upon us.\r\rBut we beat them. The human race banded together into a powerful confederation of worlds, whose combined military strength was enough to turn the tide of the War.\r\rWithin eight years, the enigmatic alien marauders were extinct.\r\rBut the elite and powerful members of the Confederation were reluctant to give up their power after the end of the War, and began a rule of oppression and tyranny, aided by the powerful Confederation Navy.\r\rThey exploited the outer colony planets for the benefit of the wealthy Core Worlds, stripping them of their resources and coercing the colonists into forced labor.\r\rThis reign of terror lasted for fifteen years; then the insurrection began.\r\rThe outer colonies, weary of the Confederation’s practices of exploiting their land and denying them any representation in the Senate, formed an organized rebellion aimed at destroying their oppressors.\r\rIn time, their pitiful forces grew, with the help of sympathetic corporations, into a formidable navy.\r\rThe galactic civil war still rages on, and no end is in sight.\r\rFor a brave and resourceful starship pilot, the stars are filled with untold opportunities...\r\r...and unknown threats.\r\rAfter years of serving as the first mate of an ore freighter, you have finally scraped together enough credits to buy your own ship, a small but sturdy cargo shuttle.\r\rYou begin your journey orbiting the neutral port of Levo, a backwater world of islands and ocean.\r\rThe rest of the galaxy awaits you, offering great wealth or a quick death.\r\rYour actions will decide which.\r\rGood luck, captain.\r"	"•"
dësc	32766	"Acknowledgements text"	"EV Data"	-1	""	0x0000	"Escape Velocity Haikus\r\r         tiny shuttlecraft\r   pirates attack and plunder\r       heavy rockets hurt\r\r                                                     floating chunks of rock\r                                             space bomb drops too soon - kaboom\r                                                       time for escape pod\r\r        confeds chasing me\rtheir missiles like stinging flies\r         flee to hyperspace\r\r                                                       turrets spit blue flame\r                                                       I laugh as a patrol ship\r                                                        turns into space dust\r\r      testers want new stuff\r      archive is already huge\r       what's another meg?\r\r                                                          Hector bites again\r                                                   my fingers raw and bleeding\r                                                       parrot droppings smell\r\r        three in the morning\r   obstinate bug still won't die\r       pass the coffee, please\r\r                                                           EV's almost done\r                                                     hopefully chicks will dig it\r                                                       I need some more sleep\r"	"•"
dësc	32767	"About text"	"EV Data"	-1	""	0x0000	"EV Nova: Classic\r(c)1996-2002 Ambrosia Software, Inc.\r\rPorted using w00tWare's Port Authority tool\r\rPorted to the Nova engine by:\r\r     w00tWare\r     TomWoozle\r     Michael Judkins\r     pipeline\r     Tim \qArcAngelCounterstrike\q Taylor\r\rRegistered to:\r     <REG>\r\rEngine Programming:\r     Matt Burch\r\rGame & Sprite Artwork:\r     Matt Burch\r\rLogos, Titles, Main Screen Art:\r     Mark W. Lewis\r\rAdditional Graphics:\r     Adam Burch\r\rMusic:\r     Killer Tracks & Ambrosia Labs \r\rScenario Design:\r     Matt Burch\r\rAdditional missions:\r     Jeremy Condit\r     Doug Hempel\r     Tim Aldrich\r\rVocal Talent and Stunt Coordinator:\r     Patrick Delahanty\r\rAmbrosia Software Inc. is:\r     Andrew Welch -- El Presidente\r     Matt Slot -- Bitwise Operator\r     Bernard Cockhern -- Financial Manager\r     David Dunham -- Technical Services Manager\r     Chung Ha -- Operations Manager\r     John Champlin -- Giver of Codes\r\rw00tWare is:\r     Ralph Sutherland -- w00tLeader & w00tProgrammer\r     Rodger Sutherland -- w00tNumber2 & w00tTester\r\rPort testing:\r\r     Rodger Sutherland\r     Ralph Sutherland\r     Tom \qWoozle\q Anthony\r     Michael Judkins\r     Dafydd \qpipeline\q Williams\r     Tim \qArcAngelCounterstrike\q Taylor\r\rEscape Velocity Testing:\r\r     Andrew Callan\r     Pieter Paulson\r     David Freitas\r     Robert C. Lewis\r     Mark Elpers\r     Jeremy Condit\r     Allen Klein\r     Teddy Schall\r     John Hancock\r     Barry K. Maggert\r     Jeffre R. Claunch\r     David J. Fulton\r     Matt Domenici\r     Douglas Hempel\r     Duncan Howard\r     Eric Case\r     Emile Smith\r     Derek Chee\r     Eric Heien\r     Bobby Saha\r     Shane Blanchett\r     Jamie Dresser\r     Jack Mello\r     Joseph Vantaggi\r     Aaron Dickey\r     Michael Deleon\r     Mike Alletto\r     Marco Asteriti\r     David-Artur Daix\r     Mark Lewis\r     Matt Lee\r     Mark Juchter\r     Nathan Nunn\r     Patrick Boie\r     Patrick Delahanty\r     Bob Shutts\r     Rob Kilburn\r     Terry Fink\r     Shane Looker\r     Sidney Chen\r     David Slattery\r     Michael Esser\r     Timothy Aldrich\r     Truman C. Whiting III\r     Weldon Dodd\r\rNova Testing:\r\rAlpha testing:\r     Rodger Sutherland\r\rBeta testing:\r     Bill \qJericon\q Gunty\r     David Arthur\r     Mark \qElGuapo7\q Hedberg\r     Mark \qCaptain Scurvy\q Longanbach\r     Tim \qArcAngelCounterstrike\q Taylor\r     Eric \qEVula\q Ventress\r     Tom \qWoozle\q Anthony\r     Neil \qPring\q Inglis\r     Michael \qBlackfern\q Williams\r     Ben Heffron\r     Jon \qGildor\q Pearse\r     Alex \qDurandal7\q  Blakesley\r     Robert \qforge\q Drejer\r     Shayon \qshayborg\q Ghosh\r     Christian \qCarnotaur\q Pautsch\r     Stuart \qBlazer\q Nealy\r     Matt \qAnd Adrienne\q Walicke\r     Phillip \qblackhole\q Hutchings\r     Seth \qGlueboi\q Claus\r     Kevin Jordan\r     Rob \qBomb\q Shabarekh\r     Siddhartha \qcoldfusion\q Bajracharya\r     Michael \qBegemotike\q Miller\r     Aj \qSlug\q Williams\r     Robin \qZelda\q Pollock\r     Bee \qKwanza\q Thao\r     Nathan \qSmithly-Bill\q Swartze\r     Stephan Somogyi\r     Michael Judkins\r     Sean \qEmunix\q Watters\r     Greg \qChamrin\q Richardson\r     Ben \qShadeOfBlue\q Garrett\r     Tony \qBasher\q Burton\r     Conor Holness\r     Will \qspamguy\q Oram\r\rRezLib Copyright (c) 2001 by Ian Ollmann\r\rSpecial Thanks To:\r\rMatt Burch, Ambrosia and ATMOS for creating the Escape Velocity series!\r"	"•"
• Begin düde
"Type"	"ID"	"Name"	"File"	"AIType"	"Govt"	"Booty"	"InfoTypes"	"ShipTypes1"	"ShipTypes2"	"ShipTypes3"	"ShipTypes4"	"ShipTypes5"	"ShipTypes6"	"ShipTypes7"	"ShipTypes8"	"ShipTypes9"	"ShipTypes10"	"ShipTypes11"	"ShipTypes12"	"ShipTypes13"	"ShipTypes14"	"ShipTypes15"	"ShipTypes16"	"Probs1"	"Probs2"	"Probs3"	"Probs4"	"Probs5"	"Probs6"	"Probs7"	"Probs8"	"Probs9"	"Probs10"	"Probs11"	"Probs12"	"Probs13"	"Probs14"	"Probs15"	"Probs16"	"EOR"
düde	128	"Loser Confed Merchants"	"EV Data"	1	128	127	-32768	128	129	130	131	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	40	15	15	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	129	"Confed Warships"	"EV Data"	3	128	0	-32768	135	147	133	134	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	25	30	10	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	130	"Rebels"	"EV Data"	3	129	0	-32768	141	142	144	144	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	15	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	131	""	"EV Data"	2	128	127	-32768	132	129	129	145	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	37	19	19	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	132	"Militia Interceptors"	"EV Data"	4	133	0	-32768	138	138	138	146	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	133	""	"EV Data"	2	-1	127	-28672	131	151	132	145	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	20	55	10	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	134	"Pirates"	"EV Data"	3	130	127	-32768	132	146	151	143	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	40	15	40	5	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	135	"Cydonian Misc."	"EV Data"	3	131	0	-32768	146	132	138	137	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	136	"Lethean Misc."	"EV Data"	3	132	0	-32768	136	132	138	146	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	137	"Confed Interceptors"	"EV Data"	4	128	0	-32768	135	135	147	147	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	30	20	20	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	138	"Rebel Interceptors"	"EV Data"	4	129	0	-32768	144	144	144	144	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	139	"Rich Confed Dudes"	"EV Data"	1	128	72	-32768	139	139	140	140	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	140	"4 Liner - 1 ExecTrans"	"EV Data"	1	128	72	-32768	140	140	140	139	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	35	15	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	141	"Confed ExecTrans Only"	"EV Data"	1	128	72	-32768	139	139	139	139	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	142	"Confed Convoy Dude"	"EV Data"	1	128	127	-32768	129	129	129	129	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	143	"Confed PS & FRG"	"EV Data"	3	128	0	-32768	135	135	135	133	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	144	"Ind. Argosies"	"EV Data"	2	-1	127	-28672	132	132	132	132	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	145	"Confed BFs"	"EV Data"	1	128	127	-32768	130	130	130	130	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	146	"Astex Freighters"	"EV Data"	1	135	18	-32768	130	130	130	130	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	147	"Astex Interceptors"	"EV Data"	4	135	0	-32768	135	135	135	135	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	148	"Rebel Fleet Assembly"	"EV Data"	4	129	0	-32768	141	141	142	142	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	149	"Confed PS Escorts"	"EV Data"	3	128	0	-32768	135	135	135	135	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	150	"Cydonian Invaders"	"EV Data"	4	131	0	-32768	146	132	138	137	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	151	"Lethean Invaders"	"EV Data"	4	132	0	-32768	136	132	138	146	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	152	"Bounty Hunters"	"EV Data"	3	137	0	-32768	136	136	137	137	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	153	"Rebel Cruiser Only"	"EV Data"	3	129	0	-32768	142	142	142	142	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	154	"Rebel BFs"	"EV Data"	1	129	127	-32768	130	130	130	130	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	155	"Defender Interceptors"	"EV Data"	4	-1	0	-32768	138	138	138	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	156	"Rapier Interceptors"	"EV Data"	4	-1	0	-32768	136	136	136	136	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	157	"Frigate Interceptors"	"EV Data"	4	128	0	-32768	133	133	133	133	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	158	"Destroyer Interceptors"	"EV Data"	4	129	0	-32768	141	141	141	141	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	159	"Pirate Corvettes"	"EV Data"	3	130	127	-32768	146	146	146	146	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	160	"Confed LFs"	"EV Data"	1	128	127	-32768	129	129	129	129	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	161	"Pirate Kestrels"	"EV Data"	3	130	127	-32768	143	143	143	143	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	162	"Pirate Fighters"	"EV Data"	3	130	127	-32768	136	136	137	137	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	163	"Confed ExecTrans"	"EV Data"	1	128	72	-32768	139	139	139	139	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	164	"Pirate Argosies"	"EV Data"	3	130	127	-32768	132	132	132	132	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	165	"Wimpy Pirate Fighters"	"EV Data"	3	130	127	-32768	137	137	138	145	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	15	35	35	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	166	"Starbound Couriers"	"EV Data"	2	138	127	-32768	131	131	131	131	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	167	"ConEx Couriers"	"EV Data"	2	139	127	-32768	131	131	131	131	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	168	"ConEx Fighters"	"EV Data"	3	139	0	-32768	131	138	138	145	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	169	"ConEx Defenders"	"EV Data"	4	139	0	0	138	138	138	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	170	"Alien Fighters"	"EV Data"	4	140	0	0	149	149	149	149	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	171	"Rebel Destroyer Only"	"EV Data"	3	129	0	0	141	141	141	141	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	172	"Alien Cruiser"	"EV Data"	4	140	0	0	150	150	150	150	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	173	"Pirate Lightnings"	"EV Data"	3	130	127	-32768	137	137	137	137	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	174	"Psycho Rebel Mantas"	"EV Data"	3	146	0	-32768	144	144	144	144	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	175	"Psycho Rebels"	"EV Data"	3	146	0	-32768	141	142	144	144	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	15	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	176	"Psycho Confed Frigates"	"EV Data"	3	143	0	-32768	133	133	133	133	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	177	"Rebel Destroyer Escort"	"EV Data"	3	144	0	-32768	141	141	141	141	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
düde	178	"Rebel Cruiser Escort"	"EV Data"	3	144	0	-32768	142	142	142	142	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	"•"
